Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
pyyaml dump to file,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
protobuf deprecate field,10,0,0,0,,9.00,7.00,-2.00,1,,US,United States,10,0,0
docker start portainer,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
variables bash script,10,0,0,0,,9.00,7.00,-2.00,1,,US,United States,10,0,0
how to build python package,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
$@ makefile,10,0,0,0,,7.00,8.00,1.00,1,,US,United States,10,0,0
golang get error message,10,0,0,0,,8.00,7.00,-1.00,1,,US,United States,10,0,0
bash conditional assignment,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
what is docker volumes,10,0,0,0,,8.00,8.00,0.00,1,,IN,India,10,0,0
python subprocess env,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
arguments in shell script,10,1,0,0,,6.50,8.00,1.50,1,-1,US,United States,10,0,0
concatenate python list,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
import yaml file python,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
rust lifetimes explained,0,0,0,0,,3.00,3.00,0.00,1,,US,United States,0,0,0
earthly secrets,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
python context manager exception,0,0,0,0,,8.00,4.00,-4.00,1,,US,United States,0,0,0
protobuf version compatibility,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
docker portainer compose,0,0,0,0,,4.00,4.00,0.00,1,,RU,Russian Federation,0,0,0
create aws vpc using terraform,10,,0,,,,9.00,,1,1,IN,India,10,0,
dockerfile from multiple images,10,0,,,,9.00,,,0,-1,US,United States,10,0,
python reading csv files,10,0,,,,9.00,,,0,-1,US,United States,10,0,
errors golang,10,0,0,0,,8.00,9.00,1.00,1,-1,GB,United Kingdom,10,0,0
__match_args__,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
poetry list dependencies,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
yaml safe_load vs load,10,0,0,0,,11.00,9.00,-2.00,1,,US,United States,10,0,0
schroot container,10,0,0,0,,10.00,8.00,-2.00,1,,US,United States,10,0,0
syslog entry contains,10,0,,,,11.00,,,0,-1,US,United States,10,0,
cdktf import,10,,0,,,,10.00,,1,1,US,United States,10,0,
sed examples replace,10,0,,,,8.00,,,0,-1,US,United States,10,0,
k9s cheat sheet,80,0,0,0,,20.00,20.00,0.00,1,,US,United States,80,0,0
types of error in python,1200,0,0,0,,37.00,32.00,-5.00,1,,IN,India,1200,0,0
nginx mtls,10,10,0,-9,,7.50,10.00,2.50,1,-1,US,United States,10,0,-9
does python have abstract classes,10,0,,,,11.00,,,0,-1,US,United States,10,0,
where does docker build store images,10,1,0,0,,6.00,10.00,4.00,1,,US,United States,10,0,0
django post save,10,,0,,,,10.00,,1,1,US,United States,10,0,
canary kubernetes,10,0,0,0,,8.00,10.00,2.00,1,,US,United States,10,0,0
python dataclasses,900,1,0,-1,,25.00,29.50,4.50,2,1,US,United States,900,0,-1
golang remote debugging,10,0,0,0,,9.00,8.00,-1.00,1,,US,United States,10,0,0
loading csv file in python,10,0,0,0,,7.00,9.00,2.00,1,,IN,India,10,0,0
what is static linking,10,0,0,0,,6.00,9.00,3.00,1,,US,United States,10,0,0
python calculate cosine similarity,10,1,0,0,,5.00,9.00,4.00,1,,US,United States,10,0,0
g++ example,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
securitycontext kubernetes,150,0,0,0,,23.00,23.00,0.00,1,,US,United States,150,0,0
docker buildx,2050,1,0,-1,,27.00,36.80,9.80,5,1,CA,Canada,2050,0,-1
yaml load vs safe_load,10,,0,,,,11.00,,1,1,US,United States,10,0,
bash script sleep command,10,,0,,,,10.00,,1,1,US,United States,10,0,
jq in,10,0,,,,9.00,,,0,-1,US,United States,10,0,
docker image contents,10,0,,,,11.00,,,0,-1,US,United States,10,0,
kubernetes configmap yaml,10,0,,,,11.00,,,0,-1,US,United States,10,0,
python install from setup.py,10,0,0,0,,10.00,11.00,1.00,1,,US,United States,10,0,0
makefile path,10,0,0,0,,9.00,11.00,2.00,1,,US,United States,10,0,0
numpy cosine similarity,100,0,0,0,,20.00,23.00,3.00,1,,US,United States,100,0,0
npx pnpm,0,0,0,0,,7.67,8.00,0.33,3,,US,United States,0,0,0
terraform variable type,20,0,,,,12.00,,,0,-1,DE,Germany,20,0,
git lfs commands,40,0,0,0,,17.00,17.00,0.00,1,,US,United States,40,0,0
pyinstaller package,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
python base class abstract method,10,1,0,0,,5.00,8.00,3.00,1,,US,United States,10,0,0
jq one line per object,10,,0,,,,8.00,,1,1,US,United States,10,0,
what is jq,450,0,0,0,,22.00,22.00,0.00,1,,US,United States,450,0,0
logging basicconfig,200,0,0,0,,24.00,24.00,0.00,1,,US,United States,200,0,0
python abstractclassmethod,10,0,,,,10.00,,,0,-1,US,United States,10,0,
how to make python package,10,0,0,0,,12.00,9.00,-3.00,1,,US,United States,10,0,0
docker portainer install,10,0,,,,9.00,,,0,-1,ES,Spain,10,0,
bash load file into variable,10,,0,,,,9.00,,1,1,US,United States,10,0,
what is #!/bin/bash,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
docker own registry,10,0,,,,9.00,,,0,-1,DE,Germany,10,0,
python3 abc,10,0,,,,9.00,,,0,-1,US,United States,10,0,
csv read python,10,0,0,0,,8.50,9.00,0.50,1,-1,DE,Germany,10,0,0
docker run postgres locally,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
jq map example,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
cpp flag,10,0,,,,9.00,,,0,-1,US,United States,10,0,
what is dynamic linking in os,10,0,0,0,,11.00,11.00,0.00,1,,IN,India,10,0,0
cloudbuild.yaml example,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
python read yaml to dict,10,0,0,0,,9.00,11.00,2.00,1,-1,US,United States,10,0,0
multi stage builds docker,10,0,,,,11.00,,,0,-1,US,United States,10,0,
concat 2 list python,10,0,0,0,,7.00,10.00,3.00,1,,FR,France,10,0,0
route53 terraform,10,0,0,0,,10.00,10.00,0.00,1,,IN,India,10,0,0
terraform functions,800,0,0,0,,30.00,30.00,0.00,2,,IN,India,800,0,0
logger python,250,2,0,-2,,12.00,25.00,13.00,1,-1,US,United States,250,0,-2
k6 performance testing,900,0,,,,31.00,,,0,-1,IN,India,900,0,
makefile examples,0,0,0,0,,6.00,7.50,1.50,2,,GB,United Kingdom,0,0,0
docker log,250,0,0,0,,20.50,25.00,4.50,1,-1,FI,Finland,250,0,0
lerna tutorial,10,1,0,0,,6.00,7.00,1.00,1,-1,US,United States,10,0,0
bash script declare variable,10,0,0,0,,9.00,7.00,-2.00,1,,US,United States,10,0,0
load csv python,10,0,,,,7.00,,,0,-1,AU,Australia,10,0,
find and replace sed,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
cmake gui windows,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
bash constants,10,0,0,0,,7.00,7.00,0.00,1,,US,United States,10,0,0
bash sleep 10 seconds,10,,0,,,,7.00,,1,1,GB,United Kingdom,10,0,
makefile for windows,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
python ast library,0,0,0,0,,5.00,6.00,1.00,1,,US,United States,0,0,0
how to run make on windows,0,0,0,0,,7.00,6.00,-1.00,1,,US,United States,0,0,0
bazel rust,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
run makefile on windows,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
make a python package,0,0,0,0,,7.00,6.00,-1.00,1,,US,United States,0,0,0
bash read from file into variable,0,0,0,0,,10.00,6.00,-4.00,1,,US,United States,0,0,0
pymongo create collection,0,0,0,0,,9.00,6.00,-3.00,1,,US,United States,0,0,0
pytest fixture yield,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
read file in bash script,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
open a csv file in python,0,0,0,0,,8.67,6.00,-2.67,1,-2,GB,United Kingdom,0,0,0
actions/download-artifact@v3,100,0,0,0,,3.50,3.38,-0.12,8,,US,United States,100,0,0
makefile tutorial,250,1,0,0,,22.00,27.00,5.00,1,,US,United States,250,0,0
namedtuple,900,0,0,0,,19.50,23.00,3.50,2,,RU,Russian Federation,900,0,0
conda make new environment,200,0,,,,24.00,,,0,-1,US,United States,200,0,
codespaces devcontainer,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
grpc rest gateway,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
for i in bash,10,,0,,,,11.00,,1,1,DE,Germany,10,0,
setup.py build,0,0,0,0,,3.00,3.00,0.00,1,,US,United States,0,0,0
sed find,0,0,0,0,,5.00,3.00,-2.00,1,,US,United States,0,0,0
makefile glob,0,0,0,0,,5.00,3.00,-2.00,1,,US,United States,0,0,0
bazel disable remote cache,0,0,0,0,,5.00,3.00,-2.00,1,,US,United States,0,0,0
golang zip file,0,0,0,0,,3.00,3.00,0.00,1,,US,United States,0,0,0
echo overwrite file,10,0,0,0,,7.00,8.00,1.00,1,,US,United States,10,0,0
mysql docker port,10,0,0,0,,9.00,8.00,-1.00,1,,US,United States,10,0,0
homebrew location,10,0,0,0,,11.00,8.00,-3.00,1,,US,United States,10,0,0
creating python packages,10,0,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
ecs aws tutorial,10,0,0,0,,6.00,8.00,2.00,1,,IN,India,10,0,0
bash script read file into variable,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
python script to read csv file,10,0,0,0,,8.00,8.00,0.00,1,,IN,India,10,0,0
py installer,10,,0,,,,8.00,,1,1,CA,Canada,10,0,
psycopg2 error handling,10,0,0,0,,5.00,8.00,3.00,1,,US,United States,10,0,0
cmake installer,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
python package creation,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
docker mysql port,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
python join lists,10,0,,,,8.00,,,0,-1,SE,Sweden,10,0,
github actions env,350,,0,,,,33.50,,2,2,US,United States,350,0,
learn jq,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
pytest fixture class,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
dataclass python,3050,0,0,0,,38.25,36.71,-1.54,7,3,US,United States,3050,0,0
sed substitute regex,0,0,0,0,,5.50,6.50,1.00,2,,US,United States,0,0,0
sed only replace first match,20,0,0,0,,14.00,14.00,0.00,1,,US,United States,20,0,0
python setup.py build,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
vite yarn,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
python subprocess run environment variables,0,0,0,0,,8.00,5.00,-3.00,1,,US,United States,0,0,0
protobuf change field type,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
makefile read environment variable,0,0,0,0,,6.00,5.00,-1.00,1,,US,United States,0,0,0
read a csv file python,0,0,0,0,,5.00,5.00,0.00,1,,FR,France,0,0,0
make a file python,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
rust struct lifetime,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
how to use docker volumes,10,0,0,0,,5.00,7.00,2.00,1,,US,United States,10,0,0
golang try catch,20,0,,,,14.00,,,0,-1,ID,Indonesia,20,0,
sed substitute,10,0,0,0,,11.00,10.00,-1.00,2,1,IT,Italy,10,0,0
yaml files python,10,1,0,-1,,3.00,10.00,7.00,1,,US,United States,10,0,-1
jq select not,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
bash awk examples,10,1,0,0,,6.00,10.00,4.00,1,,US,United States,10,0,0
dockerfile network host,10,0,,,,10.00,,,0,-1,DE,Germany,10,0,
docker volume flag,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
interview an engineer,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
docker volume,3400,5,0,-4,,11.86,22.17,10.31,6,-1,RU,Russian Federation,3400,0,-4
yaml load from file,10,,0,,,,11.00,,1,1,US,United States,10,0,
import yaml python3,10,0,0,0,,6.00,6.00,0.00,1,,US,United States,10,0,0
make file variables,0,0,0,0,,1.00,1.00,0.00,1,,US,United States,0,0,0
ci vs cd,600,0,,,,29.00,,,0,-1,US,United States,600,0,
docker location,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
configure make,10,0,,,,11.00,,,0,-1,US,United States,10,0,
docker compose volume,660,0,0,0,,39.00,28.75,-10.25,4,3,PT,Portugal,660,0,0
golang if err,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
hacktoberfest 2020,10,0,0,0,,9.00,9.00,0.00,1,,IN,India,10,0,0
bash bin,10,0,0,0,,11.00,9.00,-2.00,1,,US,United States,10,0,0
psycopg2 exceptions,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
what is a volume in docker,10,0,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
linux unique,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
jq search for value,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
ruby alpine doesn't expose port,10,0,,,,9.00,,,0,-1,RU,Russian Federation,10,0,
yml python,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
makefile for c++,10,0,,,,10.00,,,0,-1,US,United States,10,0,
cmd pushd,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
gnu make automatic variables,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
parse string bash,10,0,0,0,,6.00,9.00,3.00,1,,US,United States,10,0,0
join two lists in python,10,0,,,,9.00,,,0,-1,IN,India,10,0,
virtualenv create,10,0,0,0,,10.00,9.00,-1.00,1,,DE,Germany,10,0,0
jq doc,10,,0,,,,9.00,,1,1,FR,France,10,0,
yarn workspaces monorepo,10,,0,,,,9.00,,1,1,US,United States,10,0,
jq return multiple fields,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
bash variable string,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
namedtuple class,10,0,0,0,,8.00,8.00,0.00,1,,US,United States,10,0,0
what does echo do in bash,10,0,0,0,,9.00,9.00,0.00,1,,CA,Canada,10,0,0
docker compose volumes,4150,0,0,0,,35.00,36.90,1.90,10,6,RU,Russian Federation,4150,0,0
python abstract property,150,0,,,,22.00,,,0,-1,US,United States,150,0,
docker logs,5200,0,0,0,,33.83,31.12,-2.71,8,2,BR,Brazil,5200,0,0
kubernetes operator,1270,0,0,0,,43.33,51.75,8.42,4,1,FI,Finland,1270,0,0
127.0.0.1:8080:8080,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
earthly github,0,0,0,0,,2.00,3.00,1.00,1,,US,United States,0,0,0
abstract class in python,820,0,0,0,,25.50,25.00,-0.50,2,,IN,India,820,0,0
fish terminal,200,0,,,,25.00,,,0,-1,US,United States,200,0,
sqlalchemy database,10,0,,,,12.00,,,0,-1,US,United States,10,0,
makefile syntax,0,0,0,0,,7.00,9.00,2.00,2,1,FR,France,0,0,0
bash print string,10,0,,,,11.00,,,0,-1,US,United States,10,0,
sed search replace,10,0,0,0,,8.00,9.00,1.00,1,,DE,Germany,10,0,0
google cloud build,150,0,0,0,,19.00,18.00,-1.00,1,,US,United States,150,0,0
bazel build,150,0,0,0,,23.00,23.00,0.00,1,,US,United States,150,0,0
golang errors as,10,0,0,0,,7.00,7.50,0.50,2,,RU,Russian Federation,10,0,0
echo $?,10,0,,,,11.00,,,0,-1,CA,Canada,10,0,
how to open csv files in python,10,0,,,,10.00,,,0,-1,US,United States,10,0,
how to read data from a csv file in python,10,0,,,,10.00,,,0,-1,US,United States,10,0,
mongodb in docker,10,0,0,0,,6.00,10.00,4.00,1,,RU,Russian Federation,10,0,0
docker mysql create database,10,0,,,,10.00,,,0,-1,US,United States,10,0,
docker lxc,10,0,,,,10.00,,,0,-1,RU,Russian Federation,10,0,
kubernetes containerd vs docker,10,0,,,,10.00,,,0,-1,US,United States,10,0,
create pypi package,10,0,,,,10.00,,,0,-1,US,United States,10,0,
python 3 yaml,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
debian repository,10,0,0,0,,8.00,10.00,2.00,1,,IN,India,10,0,0
golang concurrency,200,,0,,,,26.00,,1,1,US,United States,200,0,
install homebrew on mac m1,10,0,0,0,,8.40,9.00,0.60,3,-2,US,United States,10,0,0
python dictconfig,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
reading csv files in python,0,0,0,0,,8.00,7.00,-1.00,1,-1,GB,United Kingdom,0,0,0
docker compose ports not working,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
python how to create a package,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
npx for pnpm,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
pyyaml load yaml file,0,0,,,,7.00,,,0,-1,US,United States,0,0,
what does # /bin/bash mean,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
jq select contains string,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
how to load a csv file in python,0,1,0,-1,,8.00,7.00,-1.00,1,-1,IN,India,0,0,-1
python concatenate lists of strings,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
read a file in shell script,10,0,0,0,,9.00,8.00,-1.00,1,,US,United States,10,0,0
if then bash script,10,0,0,0,,8.00,9.00,1.00,1,,US,United States,10,0,0
golang error interface,10,1,0,-1,,9.00,8.00,-1.00,1,-1,US,United States,10,0,-1
concat list of lists python,10,0,0,0,,10.00,9.00,-1.00,1,,US,United States,10,0,0
makefile check if variable is set,10,0,0,0,,6.00,8.00,2.00,1,,US,United States,10,0,0
github action reuse steps,10,0,0,0,,6.00,8.00,2.00,1,,US,United States,10,0,0
gorm example,10,0,0,0,,7.00,8.00,1.00,1,,US,United States,10,0,0
rust generic struct,10,0,0,0,,7.00,9.00,2.00,1,,US,United States,10,0,0
install homebrew mac m1,0,1,0,0,,9.91,9.33,-0.58,3,-8,US,United States,0,0,0
makefile set variable in target,0,0,0,0,,2.00,4.00,2.00,1,,US,United States,0,0,0
add brew to path mac m1,0,0,0,0,,3.00,4.00,1.00,1,,US,United States,0,0,0
make cflags,0,0,0,0,,3.00,4.00,1.00,1,,US,United States,0,0,0
dockerfile run make,0,0,0,0,,4.00,4.00,0.00,1,,RU,Russian Federation,0,0,0
awk separator comma,0,0,0,0,,6.00,4.00,-2.00,1,,US,United States,0,0,0
awk split by comma,0,0,0,0,,5.00,4.00,-1.00,1,,US,United States,0,0,0
brew m1,0,0,0,0,,4.50,3.50,-1.00,2,,US,United States,0,0,0
github actions concurrency example,0,0,0,0,,3.00,4.00,1.00,1,,US,United States,0,0,0
python subprocess output to file,0,0,0,0,,3.00,4.00,1.00,1,,US,United States,0,0,0
golang unzip file,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
makefile wildcard recursive,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
jq select two fields,0,0,0,0,,4.00,4.00,0.00,1,,US,United States,0,0,0
how to use sed to replace text,0,,0,,,,4.00,,1,1,US,United States,0,0,
github actions cron,150,1,0,-1,,16.00,23.00,7.00,1,-1,GB,United Kingdom,150,0,-1
typeerror: called match pattern must be a type,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
go dlv,10,,0,,,,9.00,,1,1,US,United States,10,0,
building a python package,10,0,,,,10.00,,,0,-1,US,United States,10,0,
string bash,10,0,,,,9.00,,,0,-1,FR,France,10,0,
apt install ninja,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
cmake installation,10,0,0,0,,8.00,10.00,2.00,1,,US,United States,10,0,0
aws route53 terraform,10,0,,,,9.00,,,0,-1,US,United States,10,0,
visual studio make,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
docker container volumes,10,0,0,0,,10.00,9.00,-1.00,1,,US,United States,10,0,0
makefile $$,10,0,0,0,,9.00,9.00,0.00,1,,US,United States,10,0,0
shell function,10,,0,,,,9.00,,1,1,PH,Philippines,10,0,
unix find and replace,10,,0,,,,10.00,,1,1,US,United States,10,0,
mongo container,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
makefile print variable,0,0,0,0,,6.25,6.00,-0.25,4,,DE,Germany,0,0,0
git lfs pull,600,0,,,,30.00,,,0,-2,US,United States,600,0,
abstract class python,90,,0,,,,23.00,,1,1,IN,India,90,0,
rust macro tutorial,0,0,0,0,,5.00,5.00,0.00,1,,US,United States,0,0,0
creating python package,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
powerlevel10k config,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
configure ac,0,0,0,0,,6.00,7.00,1.00,1,,US,United States,0,0,0
create package python,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
sed search,0,0,0,0,,6.00,6.00,0.00,1,,US,United States,0,0,0
jq select multiple values,0,0,0,0,,7.00,7.00,0.00,1,,US,United States,0,0,0
python read csv files,0,0,0,0,,6.00,6.00,0.00,1,,DE,Germany,0,0,0
bash variable manipulation,10,0,0,0,,10.00,8.00,-2.00,1,,US,United States,10,0,0
python csv file,10,0,,,,11.00,,,0,-1,DE,Germany,10,0,
blue green deployment database,10,1,0,0,,5.00,11.00,6.00,1,,US,United States,10,0,0
go module vs package,10,0,,,,12.00,,,0,-1,US,United States,10,0,
npm run vs npx,10,0,,,,11.00,,,0,-1,US,United States,10,0,
makefile set shell,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
bash function arguments,200,0,0,0,,24.00,27.00,3.00,1,,US,United States,200,0,0
string in bash,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
cache node modules github actions,10,0,0,0,,6.00,9.00,3.00,1,,US,United States,10,0,0
golang json api,10,0,,,,10.00,,,0,-1,US,United States,10,0,
pass variables to bash script,10,0,0,0,,8.00,10.00,2.00,1,,US,United States,10,0,0
sed regex example,10,0,,,,10.00,,,0,-1,US,United States,10,0,
terraform aws route 53,10,0,0,0,,11.00,10.00,-1.00,1,,US,United States,10,0,0
concatenate two lists,10,,0,,,,11.00,,1,1,IN,India,10,0,
throw error golang,10,0,0,0,,10.00,10.00,0.00,1,,US,United States,10,0,0
poetry tests,10,0,,,,10.00,,,0,-1,US,United States,10,0,
terraform route 53 record,20,0,0,0,,15.00,15.00,0.00,1,,US,United States,20,0,0
cmake tutorial,1890,0,0,0,,22.00,21.80,-0.20,5,,RU,Russian Federation,1890,0,0
create python virtualenv,450,0,0,0,,30.00,29.00,-1.00,1,,US,United States,450,0,0
make command in windows,0,0,0,0,,9.00,8.50,-0.50,2,,IN,India,0,0,0
sed replace pattern,0,0,0,0,,6.50,6.50,0.00,2,,US,United States,0,0,0
bash if or,350,0,0,0,,23.00,27.00,4.00,2,,CZ,Czech Republic,350,0,0
cloud build,510,0,0,0,,22.00,23.50,1.50,2,1,RU,Russian Federation,510,0,0
ecs aws,200,,0,,,,26.00,,1,1,PL,Poland,200,0,
act github actions,200,0,0,0,,29.00,25.00,-4.00,1,,US,United States,200,0,0
python @dataclass,250,0,0,0,,27.00,27.00,0.00,1,,US,United States,250,0,0
pytest conftest,200,1,0,-1,,19.00,26.00,7.00,1,,US,United States,200,0,-1
subprocess stdout,10,0,0,0,,11.00,11.00,0.00,1,,US,United States,10,0,0
what is error in python,200,0,0,0,,27.00,27.00,0.00,1,,IN,India,200,0,0
python logging module,400,,0,,,,29.00,,1,1,US,United States,400,0,
read file into variable bash,10,0,,,,11.00,,,0,-1,US,United States,10,0,
go package vs module,10,0,,,,12.00,,,0,-1,US,United States,10,0,
completedprocess,10,0,0,0,,11.00,9.00,-2.00,1,,US,United States,10,0,0
jq documentation,10,,0,,,,9.00,,1,1,GB,United Kingdom,10,0,
docker rails,10,0,0,0,,9.00,9.00,0.00,1,,DE,Germany,10,0,0
concat lists,10,0,0,0,,8.00,9.00,1.00,1,,DE,Germany,10,0,0
are named tuples mutable,10,0,,,,10.00,,,0,-1,US,United States,10,0,
rails docker,0,0,0,0,,8.50,8.00,-0.50,1,-1,RU,Russian Federation,0,0,0
poetry path dependency,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
python3 named tuple,0,0,0,0,,8.00,8.00,0.00,1,,US,United States,0,0,0
